PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Yan, XB; Kohli, M; Wen, Y; Wang, XY; Zhang, YY; Yang, F; Zhou, XH; Du, GZ; Hu, SJ; Guo, H				Yan, Xuebin; Kohli, Mayank; Wen, Yue; Wang, Xiaoyi; Zhang, Yuanyuan; Yang, Fei; Zhou, Xianhui; Du, Guozhen; Hu, Shuijin; Guo, Hui			Nitrogen addition and warming modulate the pathogen impact on plant biomass by shifting intraspecific functional traits and reducing species richness	JOURNAL OF ECOLOGY				Article								Foliar fungal pathogens can substantially reduce plant biomass. This effect can be modulated by environment conditions, such as soil nitrogen availability and air temperature. The ongoing global changes are altering these variables and thus interact with pathogens to influence plant biomass, but experimental test of their interactions is scarce. We conducted a 4-year field experiment in a Tibetan alpine meadow to examine the interactive effects of nitrogen addition, warming and foliar pathogens (via fungicide application) on plant biomass. We also measured plant functional traits, species richness and abundance to test the possible mechanisms underlying these interactions. Our results showed that foliar fungal pathogens reduced plant community biomass under nitrogen addition, which in turn weakened the positive nitrogen effect on community biomass. Mechanistically, nitrogen addition shifted the plant communities towards fast-growing traits; this happened predominantly because of changes in within-species trait values, including an increase in specific leaf area and height. These trait changes resulted in greater suppression of plant biomass by pathogens, likely because of the trade-offs associated with the allocation of resources to plant growth and defense. Moreover, the reduction in species richness amplified the pathogen effect under nitrogen addition due to the increased density and susceptibility of the most dominant species (i.e. Kobresia capillifolia). Furthermore, warming did not interact with pathogens and nitrogen addition to influence plant community biomass, but their three-way interaction modified the biomass of K. capillifolia. Specifically, warming enhanced the positive effect of nitrogen addition on the biomass of K. capillifolia in the fungicide, low infection plots, while it weakened the nitrogen effect in the no fungicide, high infection plots. Synthesis. Our results demonstrate how pathogens interact with nitrogen addition and warming to influence the biomass of dominant species and the whole plant community. Our study highlights the importance of considering foliar fungal pathogens when assessing ecosystem responses to multiple global change factors.	[Yan, Xuebin; Wen, Yue; Wang, Xiaoyi; Yang, Fei; Hu, Shuijin; Guo, Hui] Nanjing Agr Univ, Coll Resources & Environm Sci, Nanjing, Jiangsu, Peoples R China; [Kohli, Mayank] Natl Ctr Biol Sci, Biodivers & Ecosyst Ecol Res Lab, Bangalore, India; [Kohli, Mayank] Doon Univ, Nityanand Himalayan Res & Study Ctr, Dehra Dun, India; [Zhou, Xianhui; Du, Guozhen] Lanzhou Univ, Sch Life Sci, State Key Lab Grassland & Agroecosystems, Lanzhou, Peoples R China; [Hu, Shuijin] North Carolina State Univ, Dept Plant Pathol, Raleigh, NC USA		Guo, H (corresponding author), Nanjing Agr Univ, Coll Resources & Environm Sci, Nanjing, Jiangsu, Peoples R China.	hui.guo@njau.edu.cn								0	0											FEB	2023	111	2					509	524		10.1111/1365-2745.14043	http://dx.doi.org/10.1111/1365-2745.14043		DEC 2022		Plant Sciences; Ecology								2023-09-28	WOS:000912057500001
J	Johnson, PTJ; Thieltges, DW				Johnson, P. T. J.; Thieltges, D. W.			Diversity, decoys and the dilution effect: how ecological communities affect disease risk	JOURNAL OF EXPERIMENTAL BIOLOGY				Article								Growing interest in ecology has recently focused on the hypothesis that community diversity can mediate infection levels and disease ('dilution effect'). In turn, biodiversity loss - a widespread consequence of environmental change - can indirectly promote increases in disease, including those of medical and veterinary importance. While this work has focused primarily on correlational studies involving vector-borne microparasite diseases (e.g. Lyme disease, West Nile virus), we argue that parasites with complex life cycles (e.g. helminths, protists, myxosporeans and many fungi) offer an excellent additional model in which to experimentally address mechanistic questions underlying the dilution effect. Here, we unite recent ecological research on the dilution effect in microparasites with decades of parasitological research on the decoy effect in macroparasites to explore key questions surrounding the relationship between community structure and disease. We find consistent evidence that community diversity significantly alters parasite transmission and pathology under laboratory as well as natural conditions. Empirical examples and simple transmission models highlight the diversity of mechanisms through which such changes occur, typically involving predators, parasite decoys, low competency hosts or other parasites. However, the degree of transmission reduction varies among diluting species, parasite stage, and across spatial scales, challenging efforts to make quantitative, taxon-specific predictions about disease. Taken together, this synthesis highlights the broad link between community structure and disease while underscoring the importance of mitigating ongoing changes in biological communities owing to species introductions and extirpations.	[Johnson, P. T. J.] Univ Colorado, Boulder, CO 80309 USA; [Thieltges, D. W.] Univ Otago, Dept Zool, Dunedin 9054, New Zealand		Johnson, PTJ (corresponding author), Univ Colorado, Ramaley N122,Campus Box 334, Boulder, CO 80309 USA.	pieter.johnson@colorado.edu								235	239											MAR 15	2010	213	6					961	970		10.1242/jeb.037721	http://dx.doi.org/10.1242/jeb.037721				Biology				20190121				2023-09-28	WOS:000275002600018
J	Newsham, KK; Hopkins, DW; Carvalhais, LC; Fretwell, PT; Rushton, SP; O'Donnell, AG; Dennis, PG				Newsham, Kevin K.; Hopkins, David W.; Carvalhais, Lilia C.; Fretwell, Peter T.; Rushton, Steven P.; O'Donnell, Anthony G.; Dennis, Paul G.			Relationship between soil fungal diversity and temperature in the maritime Antarctic	NATURE CLIMATE CHANGE				Article								Soil fungi have pivotal ecological roles as decomposers, pathogens and symbionts(1,2). Alterations to their diversity arising from climate change could have substantial effects on ecosystems, particularly those undergoing rapid warming that contain few species(3,4). Here, we report a study using pyrosequencing to assess fungal diversity in 29 soils sampled from a 1,650 km climatic gradient through the maritime Antarctic, the most rapidly warming region in the Southern Hemisphere(5,6). Using a 'space-for-time' substitution approach, we show that soil fungal diversity is higher in warmer habitats, with increases of 4.7 (observed) and 11.3 (predicted) fungal taxa per degree Celsius rise in surface temperature along the transect. Among 22 predictor variables, air temperature was the strongest and most consistent predictor of diversity. We propose that the current rapid warming in the maritime Antarctic (0.34 degrees C per decade(6)) will facilitate the colonization of soil by a wider diversity of fungi than at present, with data from regression models suggesting 20-27% increases in fungal species richness in the southern most soils by 2100. Such increases in diversity, which provide a sentinel for changes at lower latitudes, are likely to have substantial effects on nutrient cycling and, ultimately, productivity in the species-poor soils of maritime Antarctica.	[Newsham, Kevin K.; Fretwell, Peter T.] British Antarctic Survey, NERC, Madingley Rd, Cambridge CB3 0ET, England; [Newsham, Kevin K.] Univ Ctr Svalbard, Dept Arctic Biol, POB 156, N-9171 Longyearbyen, Svalbard, Norway; [Hopkins, David W.] Royal Agr Univ, Cirencester GL7 6JS, Glos, England; [Carvalhais, Lilia C.; Dennis, Paul G.] Univ Queensland, Sch Agr & Food Sci, Brisbane, Qld 4072, Australia; [Rushton, Steven P.] Newcastle Univ, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; [O'Donnell, Anthony G.] Univ Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia		Dennis, PG (corresponding author), Univ Queensland, Sch Agr & Food Sci, Brisbane, Qld 4072, Australia.	p.dennis@uq.edu.au								87	94											FEB	2016	6	2					182	+		10.1038/NCLIMATE2806	http://dx.doi.org/10.1038/NCLIMATE2806				Environmental Sciences; Environmental Studies; Meteorology & Atmospheric Sciences								2023-09-28	WOS:000370963400020
J	Chakraborty, S; Pangga, IB; Roper, MM				Chakraborty, Sukumar; Pangga, Ireneo B.; Roper, Margaret M.			Climate change and multitrophic interactions in soil: the primacy of plants and functional domains	GLOBAL CHANGE BIOLOGY				Review								Soil multitrophic interactions transfer energy from plants as the predominant primary producer to communities of organisms that occupy different positions in the food chain and are linked by multiple ecological networks, which is the soil food web. Soil food web sequesters carbon, cycles nutrients, maintains soil health to suppress pathogens, helps plants tolerate abiotic and biotic stress, and maintains ecosystem resilience and sustainability. Understanding the influence of climate change on soil multitrophic interactions is necessary to maintain these essential ecosystem services. But summarising this influence is a daunting task due to a paucity of knowledge and a lack of clarity on the ecological networks that constitute these interactions. The scant literature is fragmented along disciplinary lines, often reporting inconsistent findings that are context and scale-dependent. We argue for the differentiation of soil multitrophic interactions along functional and spatial domains to capture cross-disciplinary knowledge and mechanistically link all ecological networks to reproduce full functionalities of the soil food web. Distinct from litter mediated interactions in detritosphere or elsewhere in the soil, the proposed pathogen suppression and stress tolerance interactions operate in the rhizosphere. A review of the literature suggests that climate change will influence the relative importance, frequency and composition of functional groups, their trophic interactions and processes controlling these interactions. Specific climate change factors generally have a beneficial influence on pathogen suppression and stress tolerance, but findings on the overall soil food web are inconsistent due to a high level of uncertainty. In addition to an overall improvement in the understanding of soil multitrophic interactions using empirical and modelling approaches, we recommend linking biodiversity to function, understanding influence of combinations of climatic factors on multitrophic interactions and the evolutionary ecology of multitrophic interactions in a changing climate as areas that deserve most attention.	[Chakraborty, Sukumar] CSIRO Plant Ind, Queensland Biosci Precinct, St Lucia, Qld 4067, Australia; [Pangga, Ireneo B.] Univ Philippines Los Banos, Coll Agr, College Los Banos 4031, Laguna, Philippines; [Roper, Margaret M.] CSIRO Plant Ind, Floreat, WA 6014, Australia		Chakraborty, S (corresponding author), CSIRO Plant Ind, Queensland Biosci Precinct, 306 Carmody Rd, St Lucia, Qld 4067, Australia.	sukumar.chakraborty@csiro.au								35	38											JUL	2012	18	7					2111	2125		10.1111/j.1365-2486.2012.02667.x	http://dx.doi.org/10.1111/j.1365-2486.2012.02667.x				Biodiversity Conservation; Ecology; Environmental Sciences								2023-09-28	WOS:000304820300003
J	Fuhrer, J; Martin, MV; Mills, G; Heald, CL; Harmens, H; Hayes, F; Sharps, K; Bender, J; Ashmore, MR				Fuhrer, Jurg; Martin, Maria Val; Mills, Gina; Heald, Colette L.; Harmens, Harry; Hayes, Felicity; Sharps, Katrina; Bender, Juergen; Ashmore, Mike R.			Current and future ozone risks to global terrestrial biodiversity and ecosystem processes	ECOLOGY AND EVOLUTION				Article								Risks associated with exposure of individual plant species to ozone (O-3) are well documented, but implications for terrestrial biodiversity and ecosystem processes have received insufficient attention. This is an important gap because feedbacks to the atmosphere may change as future O-3 levels increase or decrease, depending on air quality and climate policies. Global simulation of O-3 using the Community Earth System Model (CESM) revealed that in 2000, about 40% of the Global 200 terrestrial ecoregions (ER) were exposed to O-3 above thresholds for ecological risks, with highest exposures in North America and Southern Europe, where there is field evidence of adverse effects of O-3, and in central Asia. Experimental studies show that O-3 can adversely affect the growth and flowering of plants and alter species composition and richness, although some communities can be resilient. Additional effects include changes in water flux regulation, pollination efficiency, and plant pathogen development. Recent research is unraveling a range of effects below-ground, including changes in soil invertebrates, plant litter quantity and quality, decomposition, and nutrient cycling and carbon pools. Changes are likely slow and may take decades to become detectable. CESM simulations for 2050 show that O-3 exposure under emission scenario RCP8.5 increases in all major biomes and that policies represented in scenario RCP4.5 do not lead to a general reduction in O-3 risks; rather, 50% of ERs still show an increase in exposure. Although a conceptual model is lacking to extrapolate documented effects to ERs with limited or no local information, and there is uncertainty about interactions with nitrogen input and climate change, the analysis suggests that in many ERs, O-3 risks will persist for biodiversity at different trophic levels, and for a range of ecosystem processes and feedbacks, which deserves more attention when assessing ecological implications of future atmospheric pollution and climate change.	[Fuhrer, Jurg] Agroscope, Climate Air Pollut Grp, Zurich, Switzerland; [Martin, Maria Val] Univ Sheffield, Dept Chem & Biol Engn, Sheffield, S Yorkshire, England; [Mills, Gina; Harmens, Harry; Hayes, Felicity; Sharps, Katrina] Environm Ctr Wales, Ctr Ecol & Hydrol, Bangor, Gwynedd, Wales; [Heald, Colette L.] MIT, Dept Civil & Environm Engn, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Heald, Colette L.] MIT, Dept Earth Atmospher & Planetary Sci, Cambridge, MA USA; [Bender, Juergen] Thunen Inst, Inst Biodivers, Braunschweig, Germany; [Ashmore, Mike R.] Univ York, Stockholm Environm Inst, York, N Yorkshire, England		Fuhrer, J (corresponding author), Agroscope, Climate Air Pollut Grp, Zurich, Switzerland.	juerg.fuhrer@agroscope.admin.ch								71	74											DEC	2016	6	24					8785	8799		10.1002/ece3.2568	http://dx.doi.org/10.1002/ece3.2568				Ecology; Evolutionary Biology				28035269				2023-09-28	WOS:000392063300013
J	Crowl, TA; Crist, TO; Parmenter, RR; Belovsky, G; Lugo, AE				Crowl, Todd A.; Crist, Thomas O.; Parmenter, Robert R.; Belovsky, Gary; Lugo, Ariel E.			The spread of invasive species and infectious disease as drivers of ecosystem change	FRONTIERS IN ECOLOGY AND THE ENVIRONMENT				Review								Invasive species, disease vectors, and pathogens affect biodiversity, ecosystem function and services, and human health. Climate change, land use, and transport vectors interact in complex ways to determine the spread of native and non-native invasive species, pathogens, and their effects on ecosystem dynamics. Early detection and in-depth understanding of invasive species and infectious diseases will require an integrated network of research platforms and information exchange to identify hotspots of invasion or disease emergence. Partnerships with state and federal agencies that monitor the spread and impacts of invasive species and pathogens will be critical in developing a national data and research network that can facilitate a full understanding of the resulting effects on ecosystems and society. Citizen science can also play a role; individuals can report new invasions, record phenological changes associated with invasions or disease outbreaks, and can participate in efforts such as the Breeding Bird Survey, which may reveal long-term biotic change following species invasions and disease spread. The ecological and societal impacts of invasive species and pathogens differ across gradients of climate and land use, and in the presence of global climate change may exacerbate both their propagation and impacts. Understanding the interactions of invasive species, disease vectors, and pathogens with other drivers of ecosystem change is critical to human health and economic well-being.	[Crowl, Todd A.] Utah State Univ, Logan, UT 84322 USA; [Crist, Thomas O.] Miami Univ, Oxford, OH 45056 USA; [Parmenter, Robert R.] Valles Caldera Natl Preserve, Jemez Springs, NM USA; [Belovsky, Gary] Univ Notre Dame, South Bend, IN USA; [Lugo, Ariel E.] US Forest Serv, USDA, Int Inst Trop Forestry, Rio Piedras, PR USA		Crowl, TA (corresponding author), Utah State Univ, Logan, UT 84322 USA.	facrowl@cc.usu.edu								398	407											JUN	2008	6	5					238	246		10.1890/070151	http://dx.doi.org/10.1890/070151				Ecology; Environmental Sciences								2023-09-28	WOS:000256328900004
J	Zhang, YT; Du, R; Chen, HL; Du, PR; Zhang, SJ; Ren, WS				Zhang, Yongtao; Du, Rui; Chen, Hanlin; Du, Pengrui; Zhang, Sujian; Ren, Weishan			Different characteristics of microbial diversity and special functional microbes in rainwater and topsoil before and after 2019 new coronavirus epidemic in Inner Mongolia Grassland	SCIENCE OF THE TOTAL ENVIRONMENT				Article								Grassland ecosystems are vital terrestrial ecosystems. As areas sensitive to climate change, they are critical for assessing the effects of global climate change. In China, grasslands account for over 40% of the land area. There is currently limited information on microbial diversity evolution in different grassland areas, particularly micro organisms with ice nucleation activity (INA) and their potential resources with potential influence to regulate regional precipitation and climate. We used Illumina MiSeq to sequence the 16S rRNA V3-V4 hypervariable region and performed a simple droplet freezing experiment to determine the variation in the grassland microbial community species composition and community structure. Rainwater and topsoil samples from the Hulunbuir Grassland in Inner Mongolia collected over three years were characterized. The dominant bacterial genus in the rainwater was Massilia, and the dominant fungus was Cladosporium. Additionally, the dominant bacteria in the soil were Sphingomonas, and the dominant fungus was Gibberella. There were differences in the microbial communities before and after the coronavirus disease epidemic. Pathogenic microorganisms exhibited inconsistent responses to environmental changes. The low relative abundance of known high-INA microorganisms and the higher freezing temperature indicated that unknown high-efficiency biological ice nucleating particles may be present. We found significant differences in species diversity and richness between the rainwater and soil populations in grassland areas by analyzing the sample community structures. Our research results revealed the species composition and structure of the microbiota in grassland ecosystems in China, indicating that environmental media and human activities may affect the microbiota in the grassland area and indicating underlying microorganisms with high INA. (C) 2021 Elsevier B.V. All rights reserved.	[Zhang, Yongtao; Du, Rui; Chen, Hanlin; Du, Pengrui; Zhang, Sujian; Ren, Weishan] Univ Chinese Acad Sci, Coll Resources & Environm, Beijing 100049, Peoples R China		Du, R (corresponding author), Univ Chinese Acad Sci, Coll Resources & Environm, Beijing 100049, Peoples R China.	ruidu@ucas.ac.cn								2	2											FEB 25	2022	809								151088	10.1016/j.scitotenv.2021.151088	http://dx.doi.org/10.1016/j.scitotenv.2021.151088		JAN 2022		Environmental Sciences				34687707				2023-09-28	WOS:000743250900009
J	Hancock, N; Gallagher, R				Hancock, Nola; Gallagher, Rachael			How ready are we to move species threatened from climate change? Insights into the assisted colonization debate from Australia	AUSTRAL ECOLOGY				Article								Assisted colonization, the intentional movement of species beyond their native range, has been proposed as a climate change adaptation tool for biodiversity conservation. The risks and benefits of its implementation are still being debated but already the climate is changing, species are moving and the pressure on at-risk species must therefore be increasing. However, instances where moving species beyond their natural range purely for conservation purposes due to climate change are few, and the opportunity for science to inform practice is limited. Here we survey active participants in flora translocations and/or flora conservation in Australia in order to investigate the gap between theoretical and conceptual ideas about assisted colonization and to gauge preparedness for its implementation. We found that actions that mitigate proximal threats are preferred over those that move species beyond their current range. A lack of knowledge of species biology and ecology is an impediment to the acceptance of assisted colonization. In addition, prohibitive costs and the potential increased risk of the spread of diseases, pests and/or pathogens are viewed as more important obstacles of successful assisted colonization than potential for invasion at the recipient site. Full approval from all stakeholders at the source and recipient sites was found to be the most important factor for the successful assisted colonization of flora.	[Hancock, Nola; Gallagher, Rachael] Macquarie Univ, Dept Biol Sci, N Ryde, NSW 2109, Australia		Hancock, N (corresponding author), Macquarie Univ, Dept Biol Sci, N Ryde, NSW 2109, Australia.	nola.hancock@mq.edu.au								19	19											NOV	2014	39	7					830	838		10.1111/aec.12151	http://dx.doi.org/10.1111/aec.12151				Ecology								2023-09-28	WOS:000343800300019
J	Herczeg, D; Voros, J; Vegvari, Z; Kuzmin, Y; Brooks, DR				Herczeg, David; Voroes, Judit; Vegvari, Zsolt; Kuzmin, Yuriy; Brooks, Daniel R.			Helminth Parasites of the Pelophylax esculentus Complex (Anura: Ranidae) in Hortobagy National Park (Hungary)	COMPARATIVE PARASITOLOGY				Article								The Document, Assess, Monitoring, Act (DAMA) protocol details an approach to integrating information about parasites into large-scale studies of biodiversity, climate change, and emerging diseases. This study represents an effort to put the DAMA protocol into practice. We collected 101 individuals of protected ranid frogs belonging to the Pelophylax esculentus complex during 2012 and 2013 in the Hortobagy National Park (HNP) in eastern Hungary in an area where an inventory of amphibian helminths had been conducted 40 yr previously. Collecting sites included flowing water, a fish pond system, and a wetland marsh system. We found the following helminth species: Digeneans: Diplodiscus subclavatus, Haematoloechus variegatus, Opisthioglyphe ranae, Pleurogenes claviger, Pleurogenoides medians; Nematodes: Oswaldo-cruzia filiformis, Rhabdias esculentarum; and Acanthocephala: Acanthocephalus ranae. Rhabdais esculentarum is a new species for the Hungarian fauna and P. ridibundus represents a new host record for R. esculentarum while D. subclavatus, P. claviger, and P. medians are new species for the helminthofauna of the HNP. Our findings showed a significant discrepancy from the results of baseline inventories carried out 40 yr ago, although the reasons for this discrepancy are not clear. We suspect that the previously reported helminth species that we did not encounter are restricted to Pelophylax lessonae, a host we have not yet collected at this location, but factors associated with climate change or anthropogenic impacts cannot be ruled out.	[Herczeg, David] Univ Debrecen, MTA DE Lendulet Behav Ecol Res Grp, 1 Egyet Ter, H-4032 Debrecen, Hungary; [Voroes, Judit] Hungarian Nat Hist Museum, 13 Baross Utca, H-1088 Budapest, Hungary; [Vegvari, Zsolt] Univ Debrecen, Hortobagy Natl Pk Directorate, Dept Conservat Zool, 2 Sumen St, H-4024 Debrecen, Hungary; [Kuzmin, Yuriy] II Schmalhausen Inst Zool, Dept Parasitol, 15 Bogdan Khmelnitsky St, UA-01601 Kiev 30, Ukraine; [Brooks, Daniel R.] Univ Nebraska, Univ Nebraska State Museum Nat Hist, HW Manter Lab Parasitol, W 529 Nebraska Hall, Lincoln, NE 68588 USA		Herczeg, D (corresponding author), Univ Debrecen, MTA DE Lendulet Behav Ecol Res Grp, 1 Egyet Ter, H-4032 Debrecen, Hungary.	herczegdavid88@gmail.com; jvoros@nhmus.hu; vegvari@hnp.hu; rhabdias@gmail.com; dnlbrooks@gmail.com								11	11											JAN	2016	83	1					36	48		10.1654/1525-2647-83.1.36	http://dx.doi.org/10.1654/1525-2647-83.1.36				Parasitology; Zoology								2023-09-28	WOS:000373968000006
J	Kupper, FC; Peters, AF; Shewring, DM; Sayer, MDJ; Mystikou, A; Brown, H; Azzopardi, E; Dargent, O; Strittmatter, M; Brennan, D; Asensi, AO; van West, P; Wilce, RT				Kupper, Frithjof C.; Peters, Akira F.; Shewring, Dawn M.; Sayer, Martin D. J.; Mystikou, Alexandra; Brown, Hugh; Azzopardi, Elaine; Dargent, Olivier; Strittmatter, Martina; Brennan, Debra; Asensi, Aldo O.; van West, Pieter; Wilce, Robert T.			Arctic marine phytobenthos of northern Baffin Island	JOURNAL OF PHYCOLOGY				Article								Global climate change is expected to alter the polar bioregions faster than any other marine environment. This study assesses the biodiversity of seaweeds and associated eukaryotic pathogens of an established study site in northern Baffin Island (72 degrees N), providing a baseline inventory for future work assessing impacts of the currently ongoing changes in the Arctic marine environment. A total of 33 Phaeophyceae, 24 Rhodophyceae, 2 Chlorophyceae, 12 Ulvophyceae, 1 Trebouxiophyceae, and 1 Dinophyceae are reported, based on collections of an expedition to the area in 2009, complemented by unpublished records of Robert T. Wilce and the first-ever photographic documentation of the phytobenthos of the American Arctic. Molecular barcoding of isolates raised from incubated substratum samples revealed the presence of 20 species of brown seaweeds, including gametophytes of kelp and of a previously unsequenced Desmarestia closely related to D.viridis, two species of Pylaiella, the kelp endophyte Laminariocolax aecidioides and 11 previously unsequenced species of the Ectocarpales, highlighting the necessity to include molecular techniques for fully unraveling cryptic algal diversity. This study also includes the first records of Eurychasma dicksonii, a eukaryotic pathogen affecting seaweeds, from the American Arctic. Overall, this study provides both the most accurate inventory of seaweed diversity of the northern Baffin Island region to date and can be used as an important basis to understand diversity changes with climate change.	[Kupper, Frithjof C.; Strittmatter, Martina; Brennan, Debra] Scottish Assoc Marine Sci, Oban PA37 1QA, Argyll, Scotland; [Kupper, Frithjof C.; Shewring, Dawn M.; Mystikou, Alexandra] Univ Aberdeen, Oceanlab, Main St, Newburgh AB41 6AA, England; [Peters, Akira F.] BEZHIN ROSKO, 40 Rue Pecheurs, F-29250 Santec, France; [Sayer, Martin D. J.; Brown, Hugh; Azzopardi, Elaine] Scottish Assoc Marine Sci, UK Natl Facil Sci Diving, Oban PA37 1QA, Argyll, Scotland; [Dargent, Olivier] Ctr Int Valbonne, 190 Rue Frederic Mistral, F-06560 Valbonne, France; [Asensi, Aldo O.] 15 Rue Lamblardie, F-75012 Paris, France; [van West, Pieter] Univ Aberdeen, Aberdeen Oomycete Lab, Coll Life Sci & Med, Inst Med Sci, Aberdeen AB25 2ZD, Scotland; [Wilce, Robert T.] Univ Massachusetts, Dept Biol, Amherst, MA 01003 USA		Kupper, FC (corresponding author), Scottish Assoc Marine Sci, Oban PA37 1QA, Argyll, Scotland.; Kupper, FC (corresponding author), Univ Aberdeen, Oceanlab, Main St, Newburgh AB41 6AA, England.	fkuepper@abdn.ac.uk								28	28											AUG	2016	52	4					532	549		10.1111/jpy.12417	http://dx.doi.org/10.1111/jpy.12417				Plant Sciences; Marine & Freshwater Biology				27037790				2023-09-28	WOS:000383589700005
J	Jeschke, JM; Keesing, F; Ostfeld, RS				Jeschke, Jonathan M.; Keesing, Felicia; Ostfeld, Richard S.			Novel Organisms: Comparing Invasive Species, GMOs, and Emerging Pathogens	AMBIO				Article								Invasive species, range-expanding species, genetically modified organisms (GMOs), synthetic organisms, and emerging pathogens increasingly affect the human environment. We propose a framework that allows comparison of consecutive stages that such novel organisms go through. The framework provides a common terminology for novel organisms, facilitating knowledge exchange among researchers, managers, and policy makers that work on, or have to make effective decisions about, novel organisms. The framework also indicates that knowledge about the causes and consequences of stage transitions for the better studied novel organisms, such as invasive species, can be transferred to more poorly studied ones, such as GMOs and emerging pathogens. Finally, the framework advances understanding of how climate change can affect the establishment, spread, and impacts of novel organisms, and how biodiversity affects, and is affected by, novel organisms.	[Jeschke, Jonathan M.; Ostfeld, Richard S.] Cary Inst Ecosyst Studies, Millbrook, NY 12545 USA; [Keesing, Felicia] Bard Coll, Annandale On Hudson, NY 12504 USA		Jeschke, JM (corresponding author), Cary Inst Ecosyst Studies, POB AB, Millbrook, NY 12545 USA.	jonathan.jeschke@gmx.net								56	56											SEP	2013	42	5					541	548		10.1007/s13280-013-0387-5	http://dx.doi.org/10.1007/s13280-013-0387-5				Engineering, Environmental; Environmental Sciences				23456779				2023-09-28	WOS:000321221800002
S	Dearing, MD; Dizney, L		Ostfeld, RS; Schlesinger, WH		Dearing, M. Denise; Dizney, Laurie			Ecology of hantavirus in a changing world	YEAR IN ECOLOGY AND CONSERVATION BIOLOGY 2010	Annals of the New York Academy of Sciences			Article; Book Chapter								Hantavirus is a genus of virus represented by 45 different species and is hosted by small mammals, predominantly rats and mice. Roughly, half of all hantaviruses cause diseases in humans that vary in morbidity from mild to severe. The natural and anthropogenic changes occurring in the environment appear to be impacting the ecology of hantaviruses and their natural hosts as well as the incidence of hantaviral diseases in humans. Although such studies are limited at this time, there is evidence that natural climate cycles such as El Nino as well as anthropogenic climate change enhance hantavirus prevalence when host population dynamics are driven by food availability. Climate appears to have less of an effect on hantavirus when host populations are controlled by predators. Human alteration to the landscape also appears to enhance hantavirus prevalence when the disturbance regime enriches the environment for the host, for example, agriculture. More long-term studies on multiple species of hantavirus are needed to accurately predict the outcome of changing environmental conditions on prevalence in hosts as well as disease incidence in humans.	[Dearing, M. Denise; Dizney, Laurie] Univ Utah, Dept Biol, Salt Lake City, UT 84112 USA		Dearing, MD (corresponding author), Univ Utah, Dept Biol, Salt Lake City, UT 84112 USA.	denise.dearing@utah.edu								67	72												2010	1195						99	112		10.1111/j.1749-6632.2010.05452.x	http://dx.doi.org/10.1111/j.1749-6632.2010.05452.x				Biodiversity Conservation; Ecology; Multidisciplinary Sciences				20536819				2023-09-28	WOS:000282828200006
